Run	Assay Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center Name	collected_by	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name	Instrument	Isolation_source	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	version	sample_acc	Sample Name	SRA Study	ww_population	ww_sample_duration	ww_sample_matrix	ww_sample_type	ww_surv_target_1_known_present	ww_surv_target_1	purpose_of_ww_sampling	concentration_method	ww_sample_site	collection_site_id	project_name	ww_flow	Extraction-method	ww_surv_target_1_conc_unit	enrichment_kit (run)	amplicon_size (run)	dehosting_method (run)	ww_surv_target_1_protocol	ww_surv_target_1_gene	ww_surv_target_1_conc	extraction_control	sequenced_by	ww_temperature	purpose_of_ww_sequencing	collection_volume	ww_surv_target_2_conc	ww_surv_target_2_conc_unit	ww_surv_target_2_gene	ww_surv_target_2	Collection_time	ww_surv_target_2_known_present	ww_surv_jurisdiction	ww_population_source	ww_pre_treatment	ww_endog_control_1	instantaneous_flow	ww_ph	ww_total_suspended_solids	ww_endog_control_1_protocol	ww_industrial_effluent_percent	specimen_processing
SRR17867418	AMPLICON	502	PRJNA766696	SAMN25601941	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-12-20	public	"sra,run.zq"	"s3,ncbi,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX14027198	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1679-PE.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863393	1679-PE	SRP344821	10873	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	East Plant	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	32		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867419	AMPLICON	502	PRJNA766696	SAMN25601940	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-12-20	public	"sra,run.zq"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX14027197	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1678-DC.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863392	1678-DC	SRP344821	NA	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Detention Center	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	35		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867422	AMPLICON	502	PRJNA766696	SAMN25601937	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-12-20	public	"sra,run.zq"	"ncbi,s3,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX14027194	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1675-NY.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863389	1675-NY	SRP344821	4725	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	North Yuma	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	28		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867423	AMPLICON	502	PRJNA766696	SAMN25601936	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-12-20	public	"run.zq,sra"	"gs,ncbi,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX14027193	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1674-MT.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863388	1674-MT	SRP344821	19000	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Midtown	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	31		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867424	AMPLICON	302	PRJNA766696	SAMN25601864	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-10-21	public	"run.zq,sra"	"gs,ncbi,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX14027192	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1490-PE.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863387	1490-PE	SRP344821	10873	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	East Plant	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	34.22		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867425	AMPLICON	302	PRJNA766696	SAMN25601898	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-22	public	"sra,run.zq"	"s3,ncbi,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX14027191	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1602-NY.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863386	1602-NY	SRP344821	4725	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	North Yuma	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	32.92		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867426	AMPLICON	302	PRJNA766696	SAMN25601897	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-22	public	"run.zq,sra"	"ncbi,gs,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX14027190	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1601-MT.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863385	1601-MT	SRP344821	19000	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Midtown	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	33.98		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867427	AMPLICON	302	PRJNA766696	SAMN25601896	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-22	public	"sra,run.zq"	"gs,s3,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX14027189	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1600-DD.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863384	1600-DD	SRP344821	8271	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Desert Dunes	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	34.37		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867428	AMPLICON	302	PRJNA766696	SAMN25601860	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-10-21	public	"sra,run.zq"	"s3,gs,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX14027188	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1485-MT.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863383	1485-MT	SRP344821	19000	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Midtown	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	31.61		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867429	AMPLICON	302	PRJNA766696	SAMN25601895	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-15	public	"sra,run.zq"	"s3,gs,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX14027187	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1592-MW.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863381	1592-MW	SRP344821	8928	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Marwood	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	34.44		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867430	AMPLICON	302	PRJNA766696	SAMN25601894	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-15	public	"run.zq,sra"	"s3,ncbi,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX14027186	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1591-OP.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863382	1591-OP	SRP344821	4508	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Oro Plant	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	32.08		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867431	AMPLICON	302	PRJNA766696	SAMN25601893	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-15	public	"sra,run.zq"	"gs,s3,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX14027185	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1590-S14.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863380	1590-S14	SRP344821	11459	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Section 14	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	34.51		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867432	AMPLICON	302	PRJNA766696	SAMN25601892	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-15	public	"sra,run.zq"	"ncbi,s3,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX14027184	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1589-PE.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863379	1589-PE	SRP344821	10873	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	East Plant	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	33.66		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867433	AMPLICON	302	PRJNA766696	SAMN25601891	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-15	public	"run.zq,sra"	"s3,gs,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX14027183	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1588-DC.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863378	1588-DC	SRP344821	NA	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Detention Center	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	32.37		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867434	AMPLICON	302	PRJNA766696	SAMN25601890	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-15	public	"sra,run.zq"	"s3,ncbi,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX14027182	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1587-GD.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863377	1587-GD	SRP344821	500	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Gadsden	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	30.76		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867435	AMPLICON	302	PRJNA766696	SAMN25601889	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-15	public	"run.zq,sra"	"gs,s3,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX14027181	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1586-PW.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863376	1586-PW	SRP344821	25369	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	West Plant	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	34.77		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867436	AMPLICON	302	PRJNA766696	SAMN25601888	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-15	public	"sra,run.zq"	"gs,s3,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX14027180	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1581-DD.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863375	1581-DD	SRP344821	8271	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Desert Dunes	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	32.51		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867437	AMPLICON	302	PRJNA766696	SAMN25601887	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-08	public	"run.zq,sra"	"gs,s3,ncbi"	"gs.US,s3.us-east-1,ncbi.public"	SRX14027179	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1576-MW.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863374	1576-MW	SRP344821	8928	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Marwood	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	33.65		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867438	AMPLICON	302	PRJNA766696	SAMN25601886	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-08	public	"run.zq,sra"	"gs,ncbi,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX14027178	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1575-OP.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863373	1575-OP	SRP344821	4508	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Oro Plant	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	30.17		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867439	AMPLICON	302	PRJNA766696	SAMN25601859	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-10-21	public	"run.zq,sra"	"gs,ncbi,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX14027177	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1484-DD.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863372	1484-DD	SRP344821	8271	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Desert Dunes	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	33.73		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867440	AMPLICON	302	PRJNA766696	SAMN25601885	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-08	public	"run.zq,sra"	"ncbi,s3,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX14027176	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1574-S14.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	1	SRS11863371	1574-S14	SRP344821	11459	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Section 14	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	31.25		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867441	AMPLICON	302	PRJNA766696	SAMN25601884	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-08	public	"sra,run.zq"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX14027175	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1572-PE.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863370	1572-PE	SRP344821	10873	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	East Plant	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	31.12		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867442	AMPLICON	302	PRJNA766696	SAMN25601883	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-08	public	"run.zq,sra"	"s3,gs,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX14027174	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1571-DC.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863368	1571-DC	SRP344821	NA	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Detention Center	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	29.91		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867443	AMPLICON	302	PRJNA766696	SAMN25601882	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-08	public	"sra,run.zq"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX14027173	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1569-PW.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863369	1569-PW	SRP344821	25369	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	West Plant	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	31.29		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867444	AMPLICON	302	PRJNA766696	SAMN25601881	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2021-11-08	public	"sra,run.zq"	"ncbi,gs,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX14027172	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1568-ST.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863367	1568-ST	SRP344821	18039	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Somerton	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	33.97		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867445	AMPLICON	502	PRJNA766696	SAMN25601955	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2022-01-03	public	"run.zq,sra"	"gs,s3,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX14027171	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1696-GD.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863366	1696-GD	SRP344821	500	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	Gadsden	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	34		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
SRR17867446	AMPLICON	502	PRJNA766696	SAMN25601954	SARS-CoV-2: wastewater surveillance	FDA_AZ	Yuma Center of Excellence for Desert Agriculture	2022-01-03	public	"run.zq,sra"	"s3,ncbi,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX14027170	"USA: Arizona\, Yuma County"	Illumina MiSeq	wastewater	1695-PW.0	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-02-02T00:00:00Z	2	SRS11863364	1695-PW	SRP344821	25369	Not Provided	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	Centricon 100k	wastewater treatment plant	West Plant	GenomeTrakr; LFFM ww project	Not Provided	Zymo Environ Water RNA Kit (R2042)	Ct value	Swift Normalase Amplicon SARS-COV-2 Panels	116-255	SRA human read removal tool	CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel procedure	N gene (N1)	30		TGen North		detection of target organism by RT PCR or ddPCR								AZ									
